customer_id,consent_status,consent_source,page_views,key_page_views,email_clicks,form_submits,demo_request,webinar_signup
12430,opted_in,newsletter,5,0,0,0,0,0
12431,opted_in,newsletter,19,3,5,2,1,0
12432,opted_in,newsletter,7,3,2,2,0,0
12433,opted_in,newsletter,4,2,3,0,0,1
12434,opted_in,import,11,0,4,2,0,0
12435,opted_in,gated_content,5,1,6,0,0,0
12436,opted_in,event,4,2,8,0,1,0
12437,unknown,unknown,12,1,0,1,0,1
12438,unknown,unknown,7,0,0,0,0,1
12439,opted_in,newsletter,3,0,1,1,0,0
12440,opted_in,newsletter,5,0,2,1,0,0
12441,opted_in,gated_content,5,1,0,0,0,0
12442,opted_in,import,9,4,5,1,0,0
12443,opted_in,import,17,4,6,1,1,0
12444,opted_in,import,12,1,4,2,1,0
12445,opted_in,import,6,2,5,0,0,0
12446,opted_in,gated_content,1,1,3,0,1,0
12447,opted_in,event,10,3,6,2,0,0
12448,unknown,unknown,8,2,0,0,0,0
12449,opted_in,newsletter,6,2,3,0,0,0
12450,opted_in,newsletter,5,1,2,0,0,0
12451,opted_in,gated_content,11,0,7,2,1,1
12452,opted_in,gated_content,17,4,2,1,1,1
12453,unknown,unknown,15,3,0,0,0,0
12454,opted_in,signup_form,8,1,3,0,0,0
12455,unknown,unknown,11,3,0,0,0,0
12456,unknown,unknown,1,0,0,0,0,0
12457,opted_out,newsletter,2,1,0,1,0,0
12458,opted_in,newsletter,7,3,1,0,0,0
12459,opted_in,signup_form,5,1,0,0,0,0
12460,opted_in,newsletter,7,1,1,0,0,0
12461,unknown,unknown,17,2,0,3,1,0
12462,opted_out,event,7,2,0,0,1,1
12463,opted_in,newsletter,6,2,2,0,1,0
12464,opted_in,import,5,1,0,1,0,0
12465,unknown,unknown,2,0,0,1,0,0
12466,opted_out,import,11,2,0,1,0,0
12467,opted_in,signup_form,7,0,0,0,0,0
12468,opted_in,newsletter,2,1,1,0,0,1
12469,opted_in,signup_form,6,2,2,2,0,1
12470,unknown,unknown,10,2,0,0,0,0
12471,unknown,unknown,13,4,0,1,0,0
12472,opted_in,newsletter,7,1,1,1,0,0
12473,unknown,unknown,9,2,0,1,1,0
12474,opted_in,newsletter,5,1,2,2,0,0
12475,opted_in,newsletter,16,2,2,2,0,0
12476,unknown,unknown,2,1,0,1,0,0
12477,opted_in,newsletter,16,2,7,1,1,1
12478,opted_in,signup_form,7,0,3,0,0,1
12479,unknown,unknown,19,2,0,1,0,0
12480,unknown,unknown,5,3,0,0,1,0
12481,unknown,unknown,6,2,0,2,0,0
12482,opted_in,import,3,1,0,0,0,0
12483,opted_in,import,8,2,7,2,1,0
12484,opted_in,gated_content,13,2,5,1,0,0
12485,opted_out,gated_content,8,0,0,1,0,0
12486,opted_in,event,6,1,2,0,0,0
12487,opted_in,gated_content,6,0,1,0,0,0
12488,unknown,unknown,9,1,0,1,0,0
12489,opted_in,event,1,0,0,0,0,0
12490,opted_in,newsletter,7,0,3,1,0,0
12491,opted_in,import,12,2,3,0,0,0
12492,opted_in,gated_content,9,3,2,2,0,0
12493,opted_in,import,10,5,5,1,0,1
12494,opted_in,signup_form,5,1,0,1,0,0
12495,opted_in,newsletter,8,2,2,0,0,0
12496,opted_in,import,3,1,0,0,0,0
12497,opted_in,event,10,1,0,0,0,0
12498,unknown,unknown,7,2,0,1,0,0
12499,opted_out,newsletter,8,0,0,0,0,1
12500,opted_in,signup_form,8,1,2,0,0,0
12501,opted_in,gated_content,9,3,0,2,0,0
12502,opted_in,import,12,1,2,2,0,1
12503,opted_in,newsletter,10,4,5,0,1,0
12504,opted_in,signup_form,10,1,4,1,0,0
12505,opted_out,newsletter,1,1,0,0,0,0
12506,opted_in,import,12,2,7,0,0,0
12507,opted_in,import,5,2,0,1,0,0
12508,opted_in,import,7,1,1,1,0,0
12509,opted_in,newsletter,1,1,0,1,0,0
12510,opted_in,gated_content,11,1,4,1,0,0
12511,opted_in,gated_content,9,1,6,1,1,1
12512,unknown,unknown,12,0,0,0,1,0
12513,opted_out,import,5,1,0,0,0,0
12514,opted_in,newsletter,9,0,3,0,0,0
12515,opted_in,event,12,3,4,1,1,1
12516,opted_in,newsletter,4,0,6,0,0,0
12517,opted_in,signup_form,8,2,2,1,0,1
12518,opted_out,event,1,0,0,0,0,0
12519,opted_in,signup_form,14,1,1,0,0,0
12520,opted_in,import,8,1,6,2,0,0
12521,opted_out,signup_form,11,2,0,1,0,0
12522,unknown,unknown,7,1,0,2,0,0
12523,opted_in,gated_content,9,2,6,0,0,1
12524,unknown,unknown,5,1,0,2,0,0
12525,opted_in,signup_form,8,3,5,1,0,0
12526,opted_in,import,10,2,5,1,1,0
12527,opted_in,signup_form,12,4,1,0,1,0
12528,opted_in,newsletter,5,2,0,0,0,0
12529,opted_in,import,8,1,4,0,0,0
12530,opted_in,newsletter,10,0,3,0,0,0
12531,opted_in,event,3,1,6,0,0,0
12532,opted_in,event,10,1,0,0,1,0
12533,opted_in,gated_content,7,1,1,1,0,0
12534,opted_in,newsletter,11,0,0,1,0,0
12535,unknown,unknown,16,4,0,2,1,0
12536,opted_out,event,5,2,0,0,0,0
12537,opted_in,event,5,0,0,0,0,0
12538,opted_in,signup_form,9,2,4,0,0,0
12539,opted_in,gated_content,9,2,3,0,0,0
12540,opted_out,import,5,1,0,1,0,1
12541,unknown,unknown,12,4,0,1,0,0
12542,opted_out,gated_content,14,2,0,1,0,0
12543,opted_in,signup_form,9,2,0,0,1,0
12544,opted_out,gated_content,9,2,0,1,0,0
12545,opted_in,gated_content,4,1,2,0,0,0
12546,opted_in,signup_form,9,1,5,2,0,0
12547,opted_in,gated_content,11,1,3,1,1,0
12548,opted_in,signup_form,7,1,1,2,0,0
12549,opted_in,signup_form,8,2,0,0,0,1
12550,unknown,unknown,6,3,0,1,0,0
12551,opted_out,gated_content,0,0,0,0,0,0
12552,opted_in,signup_form,4,0,0,1,1,0
12553,unknown,unknown,4,2,0,1,0,0
12554,opted_out,newsletter,5,1,0,0,0,0
12555,opted_in,signup_form,7,3,6,1,0,0
12556,unknown,unknown,5,2,0,1,0,0
12557,opted_in,import,14,1,1,2,0,0
12558,opted_in,signup_form,15,2,4,0,1,0
12559,unknown,unknown,1,1,0,0,0,0
12560,opted_in,signup_form,8,4,3,2,0,1
12561,opted_in,event,14,3,1,0,0,0
12562,opted_in,import,8,2,3,0,0,1
12563,opted_in,newsletter,10,1,2,0,0,0
12564,unknown,unknown,3,1,0,1,0,0
12565,opted_out,newsletter,4,0,0,0,0,0
12566,opted_in,signup_form,10,2,3,2,0,0
12567,opted_in,gated_content,3,0,4,0,0,0
12568,unknown,unknown,8,3,0,0,0,0
12569,unknown,unknown,14,1,0,1,0,0
12570,opted_in,import,8,0,3,3,0,0
12571,opted_in,gated_content,16,4,6,2,1,0
12572,unknown,unknown,0,0,0,2,0,0
12573,opted_out,event,11,0,0,1,0,0
12574,unknown,unknown,8,1,0,1,1,0
12575,unknown,unknown,5,1,0,0,0,0
12576,unknown,unknown,12,2,0,0,0,0
12577,opted_in,event,12,2,5,2,0,0
12578,unknown,unknown,14,4,0,1,1,0
12579,unknown,unknown,3,3,0,1,0,0
12580,opted_out,newsletter,11,2,0,0,1,0
12581,unknown,unknown,13,1,0,1,1,0
12582,opted_in,event,13,0,2,1,0,0
12583,opted_in,gated_content,10,1,1,0,0,0
12584,opted_in,newsletter,9,2,4,2,0,0
12585,opted_in,event,11,3,4,1,1,0
12586,opted_out,gated_content,0,0,0,0,0,0
12587,opted_in,gated_content,6,2,4,0,0,0
12588,unknown,unknown,13,1,0,0,0,0
12589,opted_in,signup_form,7,2,3,0,1,0
12590,opted_in,import,4,1,5,0,0,0
12591,unknown,unknown,10,1,0,1,0,0
12592,unknown,unknown,9,2,0,1,0,0
12593,unknown,unknown,3,0,0,1,0,0
12594,opted_in,import,5,0,0,0,0,0
12595,opted_in,event,10,0,0,0,0,1
12596,opted_in,import,12,1,2,0,0,1
12597,opted_in,gated_content,14,1,4,1,1,0
12598,unknown,unknown,9,1,0,1,0,1
12599,opted_out,signup_form,11,1,0,1,1,0
12600,unknown,unknown,15,2,0,1,1,0
12601,opted_in,newsletter,5,0,2,0,0,0
12602,opted_in,signup_form,13,3,3,1,1,0
12603,opted_in,gated_content,6,3,6,1,0,0
12604,opted_out,signup_form,4,1,0,0,0,0
12605,opted_in,import,5,3,6,0,1,1
12606,opted_in,newsletter,7,0,0,1,0,0
12607,opted_in,import,2,1,0,0,0,0
12608,opted_in,signup_form,5,1,0,1,0,0
12609,opted_in,gated_content,4,0,3,0,0,0
12610,opted_in,signup_form,13,3,1,1,0,0
12611,opted_in,import,14,0,2,1,1,0
12612,unknown,unknown,5,2,0,2,1,0
12613,unknown,unknown,2,0,0,0,0,0
12614,opted_in,signup_form,10,1,4,1,0,1
12615,unknown,unknown,9,1,0,0,1,0
12616,unknown,unknown,1,1,0,1,0,0
12617,opted_in,signup_form,1,1,0,0,0,0
12618,opted_in,newsletter,6,2,1,1,0,0
12619,unknown,unknown,0,0,0,0,0,0
12620,opted_in,gated_content,0,0,1,1,0,0
12621,opted_out,import,3,1,0,0,0,0
12622,opted_in,event,7,2,0,1,0,0
12623,opted_in,signup_form,9,0,0,2,0,1
12624,opted_in,import,5,3,4,1,1,0
12625,opted_in,event,11,2,4,1,0,0
12626,opted_in,import,3,0,6,1,0,0
12627,opted_out,import,12,3,0,3,0,0
12628,opted_in,event,10,3,4,2,0,0
12629,opted_in,event,3,2,0,0,0,0
12630,opted_in,newsletter,16,3,5,2,1,0
12631,opted_in,event,7,1,3,2,0,0
12632,opted_in,import,10,2,0,0,0,0
12633,opted_in,event,10,2,5,1,0,0
12634,opted_in,event,5,0,1,2,0,0
12635,opted_in,signup_form,3,0,2,1,1,0
12636,opted_in,import,12,3,1,1,1,0
12637,opted_in,gated_content,11,1,3,2,0,0
12638,opted_in,signup_form,12,2,2,1,1,0
12639,opted_in,signup_form,20,4,6,1,1,0
12640,opted_in,gated_content,3,1,6,0,0,0
12641,opted_in,event,4,0,1,1,0,0
12642,opted_in,newsletter,8,0,1,0,1,1
12643,opted_in,event,11,2,3,0,1,0
12644,unknown,unknown,13,2,0,2,0,1
12645,opted_in,import,7,1,0,0,0,0
12646,opted_in,newsletter,14,1,4,1,0,0
12647,opted_out,gated_content,7,2,0,0,0,0
12648,unknown,unknown,3,1,0,1,0,0
12649,opted_in,newsletter,12,1,2,1,1,0
12650,unknown,unknown,12,3,0,2,0,0
12651,unknown,unknown,4,4,0,1,0,0
12652,opted_in,import,4,1,0,1,0,0
12653,opted_in,gated_content,4,0,3,2,0,0
12654,opted_in,newsletter,9,2,0,0,0,0
12655,opted_in,event,13,3,2,2,0,0
12656,opted_in,signup_form,10,0,5,1,0,0
12657,opted_in,event,4,2,1,0,0,0
12658,unknown,unknown,13,4,0,0,1,0
12659,unknown,unknown,9,1,0,1,0,0
12660,opted_in,import,8,3,2,2,0,1
12661,opted_out,import,6,0,0,1,0,0
12662,opted_in,newsletter,14,2,4,0,0,0
12663,opted_in,import,6,3,3,0,0,0
12664,opted_in,newsletter,8,0,3,1,0,0
12665,opted_in,gated_content,6,1,0,1,0,0
12666,opted_in,newsletter,4,0,0,1,0,0
12667,opted_in,event,8,2,2,1,0,0
12668,opted_in,newsletter,6,0,1,0,0,0
12669,unknown,unknown,8,2,0,1,0,0
12670,opted_in,signup_form,9,1,0,1,0,0
12671,unknown,unknown,3,2,0,0,0,0
12672,opted_in,signup_form,9,1,1,1,0,0
12673,opted_in,signup_form,12,4,0,1,0,0
12674,unknown,unknown,0,0,0,0,1,0
12675,opted_in,event,9,3,1,1,1,0
12676,opted_out,event,8,0,0,0,0,0
12677,opted_in,gated_content,10,3,4,0,1,1
12678,opted_out,gated_content,3,1,0,0,0,0
12679,opted_in,event,5,0,2,0,0,0
12680,unknown,unknown,10,0,0,0,1,0
12681,opted_in,signup_form,13,1,5,2,1,0
12682,unknown,unknown,8,2,0,1,0,0
12683,unknown,unknown,13,2,0,2,0,0
12684,opted_out,event,6,0,0,1,0,0
12685,opted_in,newsletter,5,3,5,0,0,1
12686,opted_in,import,3,0,2,1,0,0
12687,opted_in,newsletter,4,2,1,0,0,0
12688,unknown,unknown,12,0,0,1,0,1
12689,unknown,unknown,6,2,0,2,0,0
12690,opted_in,gated_content,8,0,2,1,0,1
12691,opted_in,signup_form,8,0,1,0,0,0
12692,unknown,unknown,11,2,0,1,1,0
12693,opted_in,import,8,1,0,0,0,0
12694,opted_in,gated_content,20,3,1,2,1,1
12695,opted_in,gated_content,13,3,5,1,0,0
12696,opted_in,import,7,0,2,1,0,0
12697,unknown,unknown,8,1,0,1,0,0
12698,opted_in,gated_content,11,1,0,0,0,0
12699,unknown,unknown,9,0,0,0,0,0
12700,unknown,unknown,3,0,0,0,0,0
12701,opted_in,import,7,0,6,0,1,0
12702,opted_in,newsletter,10,2,0,0,0,0
12703,opted_in,newsletter,8,1,4,0,0,1
12704,opted_in,event,8,2,0,0,0,0
12705,opted_in,event,0,0,1,1,0,0
12707,unknown,unknown,7,0,0,1,0,1
12708,opted_in,gated_content,9,0,3,1,0,0
12709,opted_out,gated_content,7,2,0,1,0,0
12710,opted_in,signup_form,6,2,0,0,0,0
12711,opted_in,signup_form,11,2,1,2,0,0
12712,opted_in,event,2,2,3,2,0,0
12713,unknown,unknown,14,1,0,2,0,0
12714,unknown,unknown,12,1,0,0,0,0
12715,unknown,unknown,12,1,0,1,0,0
12716,opted_in,newsletter,10,1,1,0,0,0
12717,opted_in,event,11,3,7,3,0,1
12718,opted_out,newsletter,3,1,0,1,0,0
12719,unknown,unknown,4,2,0,1,0,0
12720,opted_in,event,12,1,3,1,0,0
12721,opted_out,import,6,0,0,0,0,0
12722,opted_in,gated_content,5,2,2,2,0,0
12723,opted_in,newsletter,3,2,1,1,0,0
12724,opted_in,event,5,1,5,1,0,0
12725,opted_in,event,0,0,3,0,0,0
12726,unknown,unknown,8,1,0,0,0,0
12727,opted_in,gated_content,6,3,4,0,0,0
12728,opted_in,gated_content,8,1,2,0,0,0
12729,unknown,unknown,4,1,0,2,0,0
12730,opted_in,gated_content,5,1,3,0,1,1
12731,opted_in,signup_form,8,0,4,0,0,0
12732,opted_in,event,7,0,1,1,0,0
12733,opted_in,signup_form,6,1,0,1,0,0
12734,opted_in,signup_form,6,0,0,0,0,0
12735,opted_in,event,20,3,9,1,1,0
12736,opted_out,import,11,3,0,1,0,1
12737,opted_out,signup_form,8,0,0,0,0,0
12738,opted_out,gated_content,6,1,0,0,0,0
12739,opted_in,import,4,1,6,0,0,0
12740,opted_in,event,12,1,4,0,1,1
12741,unknown,unknown,15,3,0,0,1,1
12742,opted_in,gated_content,9,1,2,1,0,0
12743,opted_in,import,9,3,4,0,0,0
12744,opted_in,import,8,1,0,2,0,0
12745,opted_in,gated_content,10,2,1,0,0,0
12746,opted_in,signup_form,12,1,5,0,0,0
12747,opted_in,event,11,1,0,1,0,0
12748,unknown,unknown,11,2,0,2,0,0
12749,unknown,unknown,6,1,0,2,0,0
12750,unknown,unknown,8,0,0,1,1,0
12751,unknown,unknown,11,2,0,1,1,1
12752,opted_in,event,13,0,0,2,0,0
12753,unknown,unknown,7,3,0,1,1,0
12754,opted_in,signup_form,10,3,3,0,1,0
12755,unknown,unknown,9,1,0,1,1,0
12756,opted_in,gated_content,10,0,3,1,0,0
12757,opted_in,event,3,0,5,1,0,0
12758,opted_in,event,8,0,4,1,0,0
12759,opted_out,event,11,4,0,0,0,0
12760,opted_in,signup_form,13,2,6,2,1,0
12761,opted_in,import,8,1,0,0,0,0
12762,opted_in,event,0,0,3,2,0,0
12763,opted_in,signup_form,10,1,2,1,1,0
12764,opted_out,signup_form,3,0,0,0,0,0
12765,unknown,unknown,10,0,0,0,0,0
12766,opted_in,gated_content,9,1,0,0,0,0
12767,opted_in,gated_content,10,0,6,0,0,1
12768,unknown,unknown,14,2,0,0,0,1
12769,opted_in,import,12,3,7,3,1,0
12770,opted_in,signup_form,10,2,6,2,1,0
12771,opted_in,import,11,1,6,1,0,0
12772,opted_in,event,12,2,4,0,1,1
12773,opted_out,import,9,0,0,1,0,0
12774,opted_in,event,17,2,4,2,0,0
12775,unknown,unknown,1,0,0,1,0,0
12776,opted_in,signup_form,6,2,0,1,0,0
12777,opted_in,import,11,0,5,2,0,0
12778,unknown,unknown,7,0,0,1,0,0
12779,opted_in,newsletter,9,3,4,2,0,1
12780,unknown,unknown,11,2,0,2,0,0
12781,opted_in,gated_content,7,2,4,1,0,0
12782,unknown,unknown,4,1,0,0,0,0
12783,opted_in,gated_content,8,0,0,0,0,0
12784,opted_in,gated_content,10,0,3,1,0,0
12785,opted_in,gated_content,7,1,0,0,0,0
12786,opted_in,newsletter,9,2,4,0,0,0
12787,opted_in,gated_content,10,2,3,1,0,0
12788,opted_in,event,8,0,1,1,0,0
12789,opted_in,newsletter,6,1,2,0,1,0
12790,unknown,unknown,4,0,0,0,0,0
12791,opted_in,gated_content,8,2,0,0,0,0
12792,unknown,unknown,12,3,0,3,0,0
12793,opted_in,newsletter,8,0,3,0,0,0
12794,opted_in,event,13,1,6,1,0,0
12795,unknown,unknown,3,2,0,1,0,0
12796,opted_in,signup_form,7,1,0,0,0,0
12797,unknown,unknown,12,3,0,1,0,0
12798,opted_in,import,1,1,1,1,1,0
12799,opted_in,event,6,0,0,1,0,0
12800,opted_in,import,8,0,0,1,1,0
12801,opted_out,signup_form,0,0,0,0,0,0
12802,opted_out,import,13,2,0,2,1,0
12803,unknown,unknown,4,0,0,0,0,0
12804,opted_in,event,2,1,2,0,0,0
12805,opted_in,import,7,0,1,1,0,0
12806,opted_in,newsletter,8,1,2,1,0,0
12807,opted_in,newsletter,9,1,2,0,0,0
12808,opted_out,import,3,0,0,0,0,0
12809,unknown,unknown,3,3,0,0,0,0
12810,opted_in,signup_form,15,1,3,0,1,0
12811,opted_in,newsletter,8,2,2,0,1,0
12812,opted_in,signup_form,8,0,4,1,1,0
12813,opted_in,event,7,0,1,2,0,0
12814,opted_out,newsletter,8,0,0,1,0,0
12815,unknown,unknown,8,0,0,1,0,0
12816,opted_in,signup_form,9,2,4,0,0,0
12817,unknown,unknown,4,1,0,1,0,0
12818,opted_in,signup_form,12,2,6,0,1,1
12819,opted_in,import,10,1,4,0,0,0
12820,opted_in,signup_form,6,0,0,0,0,0
12821,opted_in,signup_form,11,2,5,1,1,0
12822,opted_in,signup_form,9,1,2,2,0,0
12823,opted_in,event,0,0,1,1,0,0
12824,opted_in,import,11,2,2,0,0,0
12825,opted_in,newsletter,9,0,3,1,0,0
12826,opted_in,gated_content,6,1,4,2,0,0
12827,opted_in,newsletter,11,3,8,2,1,0
12828,opted_in,event,6,0,2,1,0,0
12829,opted_in,gated_content,6,0,0,0,1,0
12830,unknown,unknown,5,0,0,0,0,0
12831,opted_in,signup_form,5,2,5,0,0,0
12832,opted_in,gated_content,15,3,3,0,1,0
12833,opted_in,newsletter,13,1,4,0,0,0
12834,opted_in,signup_form,14,3,4,2,1,0
12835,opted_in,gated_content,14,4,6,0,1,0
12836,opted_in,event,5,0,3,0,0,0
12837,opted_out,import,6,1,0,0,0,0
12838,unknown,unknown,4,1,0,0,0,0
12839,opted_in,signup_form,6,2,3,2,0,0
12840,opted_in,event,14,1,2,2,1,1
12841,opted_out,newsletter,3,0,0,1,0,0
12842,unknown,unknown,5,1,0,0,0,0
12843,opted_in,event,8,3,1,2,0,0
12844,opted_out,event,5,1,0,0,0,0
12845,opted_in,import,11,1,2,1,1,0
12846,opted_in,import,5,1,0,1,0,1
12847,opted_in,signup_form,6,0,0,3,0,0
12848,opted_in,gated_content,12,0,2,1,0,0
12849,opted_out,newsletter,4,2,0,1,0,0
12850,unknown,unknown,4,1,0,1,1,0
12851,opted_in,newsletter,14,1,2,0,1,1
12852,opted_in,import,6,1,3,1,0,0
12853,opted_in,newsletter,8,3,4,2,1,0
12854,unknown,unknown,6,2,0,0,0,0
12855,opted_in,gated_content,9,0,5,1,0,0
12856,opted_in,event,2,2,0,0,0,0
12857,opted_in,gated_content,16,3,3,1,0,1
12858,opted_in,event,11,1,3,1,0,0
12859,opted_in,gated_content,4,3,0,0,0,0
12860,unknown,unknown,4,3,0,1,0,0
12861,opted_in,event,17,1,5,1,1,1
12862,opted_out,import,7,1,0,0,0,0
12863,opted_in,gated_content,4,0,2,0,1,0
12864,opted_in,signup_form,14,3,1,1,1,0
12865,opted_in,import,7,2,5,1,1,0
12866,opted_in,event,6,3,3,1,0,0
12867,opted_in,newsletter,6,2,3,1,0,0
12868,opted_in,newsletter,16,1,5,2,0,1
12869,unknown,unknown,11,1,0,2,0,0
12870,opted_in,event,8,1,4,1,1,0
12871,unknown,unknown,14,1,0,1,0,0
12872,opted_in,import,12,2,3,1,0,0
12873,opted_in,gated_content,6,3,1,1,0,0
12874,opted_in,import,5,0,5,1,0,0
12875,opted_in,signup_form,2,1,0,0,1,1
12876,opted_in,newsletter,3,1,2,0,0,0
12877,opted_in,signup_form,8,2,3,1,0,0
12878,opted_in,newsletter,17,2,6,2,1,0
12879,opted_in,import,9,2,3,1,0,0
12880,opted_in,gated_content,7,2,0,0,0,1
12881,opted_in,import,8,3,0,0,0,0
12882,opted_in,newsletter,4,2,1,1,0,0
12883,opted_in,event,16,5,9,0,1,0
12884,opted_in,gated_content,7,2,4,0,0,0
12885,opted_in,import,2,0,5,0,0,1
12886,opted_in,signup_form,6,3,4,2,0,0
12887,opted_out,event,9,1,0,1,0,0
12888,opted_in,signup_form,18,4,5,1,0,1
12889,opted_in,signup_form,5,0,4,1,0,0
12890,unknown,unknown,8,1,0,0,0,0
12891,opted_in,event,8,2,1,1,1,0
12892,opted_in,gated_content,7,0,4,1,1,0
12893,opted_out,import,6,1,0,0,0,0
12894,unknown,unknown,3,0,0,1,0,0
12895,opted_in,event,11,3,4,1,0,1
12897,opted_in,gated_content,6,1,6,1,0,0
12898,opted_in,event,12,0,5,0,0,0
12899,opted_in,gated_content,7,0,0,0,0,0
12900,opted_in,event,16,2,6,1,0,0
12901,opted_out,newsletter,13,1,0,1,0,1
12902,unknown,unknown,3,3,0,0,0,1
12903,opted_out,event,0,0,0,0,0,0
12904,opted_out,newsletter,6,1,0,0,0,0
12905,opted_in,signup_form,9,1,1,1,0,0
12906,opted_in,event,3,1,6,0,0,0
12907,opted_in,event,7,1,3,0,0,0
12908,unknown,unknown,7,0,0,0,0,0
12909,opted_out,newsletter,9,0,0,0,0,0
12910,opted_out,event,7,1,0,2,0,1
12911,opted_in,signup_form,1,0,0,0,0,0
12912,opted_in,gated_content,7,2,2,1,0,0
12913,opted_out,gated_content,6,1,0,0,0,0
12914,opted_in,event,7,0,4,0,0,0
12915,opted_in,newsletter,5,1,1,1,0,0
12916,opted_in,event,14,3,1,2,1,1
12917,opted_in,gated_content,8,0,3,1,0,1
12918,unknown,unknown,9,0,0,0,0,0
12919,opted_in,event,11,1,3,1,0,0
12920,opted_in,import,9,4,5,1,0,0
12921,opted_in,newsletter,7,1,5,0,0,0
12922,opted_in,gated_content,7,2,7,0,0,0
12923,opted_in,event,15,2,1,1,1,0
12924,opted_out,event,8,1,0,1,1,0
12925,opted_in,import,4,3,4,1,0,0
12926,opted_in,gated_content,8,4,0,1,1,0
12927,opted_in,import,18,2,3,0,1,0
12928,opted_in,event,8,2,8,1,0,0
12929,opted_in,gated_content,13,4,0,1,0,0
12930,unknown,unknown,9,0,0,2,0,0
12931,unknown,unknown,8,1,0,1,1,0
12932,unknown,unknown,4,0,0,1,0,0
12933,opted_in,signup_form,4,1,2,0,0,0
12934,opted_in,newsletter,10,2,3,1,0,0
12935,opted_in,import,10,3,4,2,1,0
12936,opted_in,gated_content,7,2,8,0,1,0
