customer_id,order_id,order_date,cohort_month,signup_date,country,order_value_eur,n_items
12354,550911,2011-04-21,2011-04,2011-04-21,Spain,1079.4,530
12355,509300,2010-05-21,2010-05,2010-05-21,Bahrain,488.21,303
12355,552449,2011-05-09,2010-05,2010-05-21,Bahrain,459.4,240
12356,526245,2010-10-11,2010-10,2010-10-11,Portugal,910.44,840
12356,532305,2010-11-11,2010-10,2010-10-11,Portugal,2301.96,730
12356,534804,2010-11-24,2010-10,2010-10-11,Portugal,349.85,256
12356,541430,2011-01-18,2010-10,2010-10-11,Portugal,2271.62,1216
12356,549435,2011-04-08,2010-10,2010-10-11,Portugal,481.46,370
12356,576895,2011-11-17,2010-10,2010-10-11,Portugal,58.35,5
12357,533088,2010-11-16,2010-11,2010-11-16,Switzerland,11229.99,3878
12357,533162,2010-11-16,2010-11,2010-11-16,Switzerland,850.0,1
12357,574740,2011-11-06,2010-11,2010-11-16,Switzerland,6207.67,2708
12358,490751,2009-12-08,2009-12,2009-12-08,Austria,1429.83,309
12358,511229,2010-06-07,2009-12,2009-12-08,Austria,268.1,281
12358,535879,2010-11-29,2009-12,2009-12-08,Austria,1021.08,241
12358,559707,2011-07-12,2009-12,2009-12-08,Austria,484.86,100
12358,581232,2011-12-08,2009-12,2009-12-08,Austria,683.2,148
12359,490382,2009-12-05,2009-12,2009-12-05,Cyprus,760.69,397
12359,492397,2009-12-16,2009-12,2009-12-05,Cyprus,78.2,212
12359,500379,2010-03-08,2009-12,2009-12-05,Cyprus,337.74,104
12359,502098,2010-03-23,2009-12,2009-12-05,Cyprus,345.6,64
12359,513123,2010-06-22,2009-12,2009-12-05,Cyprus,489.8,100
12359,526174,2010-10-10,2009-12,2009-12-05,Cyprus,551.33,253
12359,540946,2011-01-12,2009-12,2009-12-05,Cyprus,547.5,144
12359,543370,2011-02-07,2009-12,2009-12-05,Cyprus,1838.91,465
12359,555477,2011-06-03,2009-12,2009-12-05,Cyprus,1109.32,356
12359,571034,2011-10-13,2009-12,2009-12-05,Cyprus,2876.85,657
12360,498613,2010-02-22,2010-02,2010-02-22,Austria,118.0,100
12360,502331,2010-03-24,2010-02,2010-02-22,Austria,40.0,1
12360,509627,2010-05-25,2010-02,2010-02-22,Austria,622.04,655
12360,532443,2010-11-12,2010-02,2010-02-22,Austria,690.79,535
12360,535105,2010-11-25,2010-02,2010-02-22,Austria,120.0,3
12360,554132,2011-05-23,2010-02,2010-02-22,Austria,1083.58,434
12360,563749,2011-08-19,2010-02,2010-02-22,Austria,534.7,240
12360,571705,2011-10-18,2010-02,2010-02-22,Austria,1043.78,491
12361,495719,2010-01-26,2010-01,2010-01-26,Belgium,109.2,45
12361,507426,2010-05-09,2010-01,2010-01-26,Belgium,98.15,38
12361,521354,2010-09-03,2010-01,2010-01-26,Belgium,114.0,61
12361,545017,2011-02-25,2010-01,2010-01-26,Belgium,189.9,91
12362,489447,2009-12-01,2009-12,2009-12-01,Belgium,130.0,1
12362,544203,2011-02-17,2009-12,2009-12-01,Belgium,479.1,229
12362,551346,2011-04-28,2009-12,2009-12-01,Belgium,495.24,275
12362,559295,2011-07-07,2009-12,2009-12-01,Belgium,303.76,144
12362,563037,2011-08-11,2009-12,2009-12-01,Belgium,469.25,340
12362,568651,2011-09-28,2009-12,2009-12-01,Belgium,829.99,267
12362,570667,2011-10-11,2009-12,2009-12-01,Belgium,355.8,162
12362,572887,2011-10-26,2009-12,2009-12-01,Belgium,786.95,213
12362,573173,2011-10-28,2009-12,2009-12-01,Belgium,499.16,168
12362,574329,2011-11-04,2009-12,2009-12-01,Belgium,477.94,210
12362,580979,2011-12-06,2009-12,2009-12-01,Belgium,529.04,221
12363,549687,2011-04-11,2011-04,2011-04-11,Unspecified,299.1,282
12363,563947,2011-08-22,2011-04,2011-04-11,Unspecified,252.9,126
12364,563854,2011-08-19,2011-08,2011-08-19,Belgium,623.92,555
12364,567897,2011-09-22,2011-08,2011-08-19,Belgium,79.8,181
12364,573401,2011-10-30,2011-08,2011-08-19,Belgium,299.06,268
12364,580152,2011-12-02,2011-08,2011-08-19,Belgium,310.32,502
12365,544574,2011-02-21,2011-02,2011-02-21,Cyprus,320.69,173
12365,544578,2011-02-21,2011-02,2011-02-21,Cyprus,320.69,1
12366,501333,2010-03-16,2010-03,2010-03-16,Cyprus,500.24,296
12367,580716,2011-12-05,2011-12,2011-12-05,Denmark,168.9,173
12368,501904,2010-03-21,2010-03,2010-03-21,Cyprus,917.7,330
12369,500367,2010-03-08,2010-03,2010-03-08,Austria,348.32,209
12369,522773,2010-09-16,2010-03,2010-03-08,Austria,1259.48,946
12369,528576,2010-10-22,2010-03,2010-03-08,Austria,183.35,86
12370,497363,2010-02-09,2010-02,2010-02-09,Austria,562.96,172
12370,502493,2010-03-25,2010-02,2010-02-09,Austria,141.06,59
12370,502568,2010-03-25,2010-02,2010-02-09,Austria,70.6,21
12370,538826,2010-12-14,2010-02,2010-02-09,Cyprus,1590.82,917
12370,539330,2010-12-17,2010-02,2010-02-09,Austria,277.2,51
12370,546236,2011-03-10,2010-02,2010-02-09,Cyprus,938.39,1005
12370,571905,2011-10-19,2010-02,2010-02-09,Cyprus,739.28,380
12371,500157,2010-03-04,2010-03,2010-03-04,Switzerland,320.88,171
12371,500158,2010-03-04,2010-03,2010-03-04,Switzerland,286.8,81
12371,529091,2010-10-26,2010-03,2010-03-04,Switzerland,1571.74,593
12371,570521,2011-10-11,2010-03,2010-03-04,Switzerland,1527.96,582
12371,572770,2011-10-26,2010-03,2010-03-04,Switzerland,360.0,9
12372,544157,2011-02-16,2011-02,2011-02-16,Denmark,399.22,224
12372,552731,2011-05-11,2011-02,2011-02-16,Denmark,515.7,368
12372,568872,2011-09-29,2011-02,2011-02-16,Denmark,383.12,202
12373,496864,2010-02-04,2010-02,2010-02-04,Austria,437.9,208
12373,502607,2010-03-25,2010-02,2010-02-04,Austria,325.15,111
12373,542887,2011-02-01,2010-02,2010-02-04,Austria,364.6,197
12374,506579,2010-04-30,2010-04,2010-04-30,Austria,1388.54,798
12374,526941,2010-10-14,2010-04,2010-04-30,Austria,657.75,217
12374,527058,2010-10-14,2010-04,2010-04-30,Austria,200.0,5
12374,576345,2011-11-14,2010-04,2010-04-30,Austria,742.93,342
12375,565333,2011-09-02,2011-09,2011-09-02,Finland,230.3,87
12375,579281,2011-11-29,2011-09,2011-09-02,Finland,227.2,91
12376,527439,2010-10-18,2010-10,2010-10-18,Switzerland,432.55,203
12376,532952,2010-11-15,2010-10,2010-10-18,Switzerland,70.6,37
12377,506435,2010-04-29,2010-04,2010-04-29,Switzerland,1210.96,835
12377,534738,2010-11-23,2010-04,2010-04-29,Switzerland,587.24,326
12377,539488,2010-12-20,2010-04,2010-04-29,Switzerland,1001.52,604
12377,542586,2011-01-28,2010-04,2010-04-29,Switzerland,626.6,340
12378,509980,2010-05-26,2010-05,2010-05-26,Switzerland,1407.7,787
12378,562046,2011-08-02,2010-05,2010-05-26,Switzerland,4008.62,2529
12379,513275,2010-06-23,2010-06,2010-06-23,Belgium,367.48,163
12379,526893,2010-10-13,2010-06,2010-06-23,Belgium,400.5,245
12379,557789,2011-06-22,2010-06,2010-06-23,Belgium,459.84,211
12379,567196,2011-09-19,2010-06,2010-06-23,Belgium,392.4,196
12380,497947,2010-02-15,2010-02,2010-02-15,Belgium,1508.65,616
12380,497952,2010-02-15,2010-02,2010-02-15,Belgium,1508.65,1
12380,499959,2010-03-03,2010-02,2010-02-15,Belgium,200.0,1
12380,513964,2010-06-29,2010-02,2010-02-15,Belgium,1765.95,815
12380,513965,2010-06-29,2010-02,2010-02-15,Belgium,686.4,188
12380,513967,2010-06-29,2010-02,2010-02-15,Belgium,145.0,1
12380,520872,2010-08-31,2010-02,2010-02-15,Belgium,1136.84,606
12380,555739,2011-06-07,2010-02,2010-02-15,Belgium,607.55,293
12380,567928,2011-09-22,2010-02,2010-02-15,Belgium,626.01,290
12380,571187,2011-10-14,2010-02,2010-02-15,Belgium,450.86,229
12380,577180,2011-11-18,2010-02,2010-02-15,Belgium,1040.39,315
12381,563100,2011-08-12,2011-08,2011-08-12,Norway,1268.74,568
12381,570681,2011-10-11,2011-08,2011-08-12,Norway,6.0,1
12381,570725,2011-10-12,2011-08,2011-08-12,Norway,4.5,1
12381,574694,2011-11-06,2011-08,2011-08-12,Norway,419.06,146
12381,580638,2011-12-05,2011-08,2011-08-12,Norway,147.01,92
12383,539840,2010-12-22,2010-12,2010-12-22,Belgium,600.72,754
12383,540971,2011-01-12,2010-12,2010-12-22,Belgium,651.16,590
12383,546434,2011-03-14,2010-12,2010-12-22,Belgium,357.07,91
12383,550284,2011-04-15,2010-12,2010-12-22,Belgium,142.16,77
12383,555928,2011-06-08,2010-12,2010-12-22,Belgium,99.45,20
12384,562882,2011-08-10,2011-08,2011-08-10,Switzerland,292.69,62
12384,575734,2011-11-11,2011-08,2011-08-10,Switzerland,292.58,64
12385,535321,2010-11-25,2010-11,2010-11-25,Belgium,1938.4,612
12386,537676,2010-12-08,2010-12,2010-12-08,Australia,517.8,428
12386,540280,2011-01-06,2010-12,2010-12-08,Australia,143.0,140
12387,528152,2010-10-20,2010-10,2010-10-20,Australia,143.94,134
12388,507148,2010-05-06,2010-05,2010-05-06,Australia,461.62,266
12388,523115,2010-09-20,2010-05,2010-05-06,Australia,658.83,273
12388,541271,2011-01-17,2010-05,2010-05-06,Australia,431.3,204
12388,543357,2011-02-07,2010-05,2010-05-06,Australia,124.05,37
12388,546135,2011-03-09,2010-05,2010-05-06,Australia,210.9,90
12388,560033,2011-07-14,2010-05,2010-05-06,Australia,902.09,429
12388,568145,2011-09-25,2010-05,2010-05-06,Australia,825.92,478
12388,578459,2011-11-24,2010-05,2010-05-06,Australia,286.4,224
12389,498617,2010-02-22,2010-02,2010-02-22,Australia,164.85,67
12389,509378,2010-05-21,2010-02,2010-02-22,Australia,398.18,185
12389,530272,2010-11-02,2010-02,2010-02-22,Australia,870.3,362
12390,567530,2011-09-21,2011-09,2011-09-21,Belgium,549.84,353
12391,497932,2010-02-15,2010-02,2010-02-15,Cyprus,712.39,288
12391,498616,2010-02-22,2010-02,2010-02-15,Cyprus,38.1,6
12391,505236,2010-04-21,2010-02,2010-02-15,Cyprus,1000.5,387
12391,505237,2010-04-21,2010-02,2010-02-15,Cyprus,151.2,72
12391,520972,2010-09-01,2010-02,2010-02-15,Cyprus,410.34,167
12391,577228,2011-11-18,2010-02,2010-02-15,Cyprus,460.89,300
12392,506115,2010-04-27,2010-04,2010-04-27,Australia,234.75,73
12393,525872,2010-10-07,2010-10,2010-10-07,Australia,303.8,144
12393,534450,2010-11-22,2010-10,2010-10-07,Australia,513.05,351
12393,540700,2011-01-11,2010-10,2010-10-07,Australia,462.5,238
12393,541149,2011-01-14,2010-10,2010-10-07,Australia,177.0,60
12393,549313,2011-04-08,2010-10,2010-10-07,Australia,421.6,224
12393,568708,2011-09-28,2010-10,2010-10-07,Australia,521.5,294
12394,552188,2011-05-06,2011-05,2011-05-06,Belgium,381.08,182
12394,569997,2011-10-07,2011-05,2011-05-06,Denmark,891.4,637
12395,504714,2010-04-16,2010-04,2010-04-16,Belgium,1125.44,734
12395,517823,2010-08-02,2010-04,2010-04-16,Belgium,251.38,127
12395,529690,2010-10-29,2010-04,2010-04-16,Belgium,325.72,226
12395,537026,2010-12-03,2010-04,2010-04-16,Belgium,692.2,1056
12395,539447,2010-12-17,2010-04,2010-04-16,Belgium,333.82,225
12395,543733,2011-02-11,2010-04,2010-04-16,Belgium,231.51,262
12395,547517,2011-03-23,2010-04,2010-04-16,Belgium,326.5,321
12395,551985,2011-05-05,2010-04,2010-04-16,Belgium,149.97,72
12395,552884,2011-05-12,2010-04,2010-04-16,Belgium,181.82,83
12395,558623,2011-06-30,2010-04,2010-04-16,Belgium,163.9,103
12395,563852,2011-08-19,2010-04,2010-04-16,Belgium,165.95,35
12395,569496,2011-10-04,2010-04,2010-04-16,Belgium,346.68,118
12395,575151,2011-11-08,2010-04,2010-04-16,Belgium,263.08,129
12395,575154,2011-11-08,2010-04,2010-04-16,Belgium,243.47,117
12395,577551,2011-11-20,2010-04,2010-04-16,Belgium,265.83,125
12396,496703,2010-02-03,2010-02,2010-02-03,RSA,931.43,591
12397,561507,2011-07-27,2011-07,2011-07-27,Belgium,1214.81,704
12397,574336,2011-11-04,2011-07,2011-07-27,Belgium,1195.09,559
12398,572567,2011-10-25,2011-10,2011-10-25,Switzerland,1635.66,1394
12399,500163,2010-03-05,2010-03,2010-03-05,Belgium,205.98,219
12399,515020,2010-07-08,2010-03,2010-03-05,Belgium,333.47,530
12399,533815,2010-11-19,2010-03,2010-03-05,Belgium,314.2,271
12399,547412,2011-03-23,2010-03,2010-03-05,Belgium,288.05,364
12399,552543,2011-05-10,2010-03,2010-03-05,Belgium,480.9,494
12399,556203,2011-06-09,2010-03,2010-03-05,Belgium,130.08,145
12399,563172,2011-08-12,2010-03,2010-03-05,Belgium,209.62,175
12400,528335,2010-10-21,2010-10,2010-10-21,Australia,205.25,91
12401,543537,2011-02-09,2011-02,2011-02-09,Belgium,84.3,11
12402,497210,2010-02-07,2010-02,2010-02-07,Belgium,191.7,87
12402,504860,2010-04-18,2010-02,2010-02-07,Belgium,313.65,168
12402,514814,2010-07-06,2010-02,2010-02-07,Belgium,219.9,92
12402,522597,2010-09-15,2010-02,2010-02-07,Belgium,150.4,80
12402,532423,2010-11-12,2010-02,2010-02-07,Belgium,155.65,63
12402,541675,2011-01-20,2010-02,2010-02-07,Belgium,225.6,94
12403,514808,2010-07-06,2010-07,2010-07-06,Denmark,591.66,164
12403,572184,2011-10-21,2010-07,2010-07-06,Denmark,427.7,96
12404,495742,2010-01-26,2010-01,2010-01-26,Finland,63.24,1
12405,559928,2011-07-14,2011-07,2011-07-14,Finland,1710.39,857
12406,494143,2010-01-11,2010-01,2010-01-11,Denmark,881.2,452
12406,505547,2010-04-22,2010-01,2010-01-11,Denmark,748.0,576
12406,531010,2010-11-05,2010-01,2010-01-11,Denmark,1345.86,570
12406,556127,2011-06-09,2010-01,2010-01-11,Denmark,1621.25,793
12406,577126,2011-11-17,2010-01,2010-01-11,Denmark,1794.05,1025
12407,547061,2011-03-20,2011-03,2011-03-20,Belgium,226.3,215
12407,550440,2011-04-18,2011-03,2011-03-20,Belgium,269.66,204
12407,559058,2011-07-06,2011-03,2011-03-20,Belgium,719.06,522
12407,561662,2011-07-28,2011-03,2011-03-20,Belgium,192.34,296
12407,572133,2011-10-21,2011-03,2011-03-20,Belgium,300.76,179
12408,517512,2010-07-29,2010-07,2010-07-29,Belgium,194.1,100
12408,522592,2010-09-15,2010-07,2010-07-29,Belgium,315.06,240
12408,533972,2010-11-19,2010-07,2010-07-29,Belgium,943.06,480
12408,547684,2011-03-24,2010-07,2010-07-29,Belgium,762.89,330
12408,547685,2011-03-24,2010-07,2010-07-29,Belgium,74.7,26
12408,557147,2011-06-17,2010-07,2010-07-29,Belgium,654.18,378
12408,565246,2011-09-02,2010-07,2010-07-29,Belgium,642.28,310
12408,574862,2011-11-07,2010-07,2010-07-29,Belgium,754.5,365
12409,509437,2010-05-23,2010-05,2010-05-23,Switzerland,6802.48,4402
12409,511479,2010-06-08,2010-05,2010-05-23,Switzerland,211.2,96
12409,514490,2010-07-02,2010-05,2010-05-23,Switzerland,101.88,12
12409,527145,2010-10-15,2010-05,2010-05-23,Switzerland,5231.06,3082
12409,556415,2011-06-10,2010-05,2010-05-23,Switzerland,6207.08,3142
12409,567642,2011-09-21,2010-05,2010-05-23,Switzerland,4.95,1
12409,567721,2011-09-22,2010-05,2010-05-23,Switzerland,4860.64,2408
12410,516935,2010-07-25,2010-07,2010-07-25,Switzerland,320.38,130
12410,543180,2011-02-04,2010-07,2010-07-25,Switzerland,625.33,203
12410,543181,2011-02-04,2010-07,2010-07-25,Switzerland,68.0,8
12411,528959,2010-10-26,2010-10,2010-10-26,Australia,346.9,138
12412,512902,2010-06-18,2010-06,2010-06-18,Denmark,670.88,642
12412,518508,2010-08-09,2010-06,2010-06-18,Denmark,505.91,371
12412,530383,2010-11-02,2010-06,2010-06-18,Denmark,193.26,155
12412,557889,2011-06-23,2010-06,2010-06-18,Denmark,514.5,358
12412,561102,2011-07-25,2010-06,2010-06-18,Denmark,376.24,241
12412,568223,2011-09-26,2010-06,2010-06-18,Denmark,336.14,230
12413,530310,2010-11-02,2010-11,2010-11-02,Spain,241.35,33
12413,540365,2011-01-06,2010-11,2010-11-02,France,479.25,180
12413,550338,2011-04-17,2010-11,2010-11-02,France,84.65,25
12413,569402,2011-10-04,2010-11,2010-11-02,France,194.2,81
12414,521126,2010-09-02,2010-09,2010-09-02,Austria,130.0,193
12414,521154,2010-09-02,2010-09,2010-09-02,Austria,130.0,1
12414,521157,2010-09-02,2010-09,2010-09-02,Austria,130.0,1
12414,543027,2011-02-02,2010-09,2010-09-02,Austria,153.76,145
12414,550998,2011-04-26,2010-09,2010-09-02,Austria,242.8,113
12414,552202,2011-05-06,2010-09,2010-09-02,Austria,165.85,42
12415,513987,2010-06-30,2010-06,2010-06-30,Australia,2326.74,1618
12415,516120,2010-07-16,2010-06,2010-06-30,Australia,336.24,175
12415,517631,2010-07-30,2010-06,2010-06-30,Australia,55.0,1
12415,527350,2010-10-15,2010-06,2010-06-30,Australia,250.98,229
12415,528168,2010-10-21,2010-06,2010-06-30,Australia,10.0,1
12415,530669,2010-11-04,2010-06,2010-06-30,Australia,10.0,1
12415,536009,2010-11-29,2010-06,2010-06-30,Australia,16554.88,12048
12415,540267,2011-01-06,2010-06,2010-06-30,Australia,7011.38,4662
12415,540557,2011-01-10,2010-06,2010-06-30,Australia,81.6,96
12415,543989,2011-02-15,2010-06,2010-06-30,Australia,14022.92,8384
12415,545475,2011-03-03,2010-06,2010-06-30,Australia,16726.84,10272
12415,548661,2011-04-01,2010-06,2010-06-30,Australia,350.0,1
12415,553546,2011-05-17,2010-06,2010-06-30,Australia,11924.8,8268
12415,554037,2011-05-20,2010-06,2010-06-30,Australia,766.36,316
12415,556917,2011-06-15,2010-06,2010-06-30,Australia,22775.93,15049
12415,556918,2011-06-15,2010-06,2010-06-30,Australia,650.88,192
12415,559919,2011-07-13,2010-06,2010-06-30,Australia,2735.16,4308
12415,559920,2011-07-13,2010-06,2010-06-30,Australia,61.2,24
12415,560491,2011-07-19,2010-06,2010-06-30,Australia,158.65,97
12415,563614,2011-08-18,2010-06,2010-06-30,Australia,21880.44,12196
12415,565145,2011-09-01,2010-06,2010-06-30,Australia,2732.92,2692
12415,565146,2011-09-01,2010-06,2010-06-30,Australia,208.8,144
12415,569647,2011-10-05,2010-06,2010-06-30,Australia,828.0,240
12415,569650,2011-10-05,2010-06,2010-06-30,Australia,15643.77,6895
12415,574014,2011-11-02,2010-06,2010-06-30,Australia,624.24,216
12415,574138,2011-11-03,2010-06,2010-06-30,Australia,375.24,192
12415,576394,2011-11-15,2010-06,2010-06-30,Australia,4925.8,2890
12415,576586,2011-11-15,2010-06,2010-06-30,Australia,429.6,240
12416,498550,2010-02-21,2010-02,2010-02-21,Australia,202.56,132
12417,490397,2009-12-06,2009-12,2009-12-06,Belgium,309.1,142
12417,491169,2009-12-10,2009-12,2009-12-06,Belgium,8.5,10
12417,493899,2010-01-08,2009-12,2009-12-06,Belgium,404.55,190
12417,500237,2010-03-05,2009-12,2009-12-06,Belgium,498.04,267
12417,503438,2010-04-01,2009-12,2009-12-06,Belgium,245.76,131
12417,512723,2010-06-17,2009-12,2009-12-06,Belgium,346.25,49
12417,516566,2010-07-21,2009-12,2009-12-06,Belgium,184.55,186
12417,523163,2010-09-20,2009-12,2009-12-06,Belgium,284.8,100
12417,524862,2010-10-01,2009-12,2009-12-06,Spain,202.06,105
12417,527288,2010-10-15,2009-12,2009-12-06,Belgium,340.0,83
12417,528920,2010-10-25,2009-12,2009-12-06,Belgium,344.2,75
12417,539391,2010-12-17,2009-12,2009-12-06,Belgium,291.34,60
12417,541991,2011-01-25,2009-12,2009-12-06,Belgium,323.44,108
12417,545536,2011-03-03,2009-12,2009-12-06,Belgium,410.0,126
12417,551398,2011-04-28,2009-12,2009-12-06,Spain,436.3,267
12417,555574,2011-06-05,2009-12,2009-12-06,Belgium,437.19,134
12417,562445,2011-08-04,2009-12,2009-12-06,Belgium,355.56,190
12417,564378,2011-08-25,2009-12,2009-12-06,Belgium,562.69,344
12417,573656,2011-10-31,2009-12,2009-12-06,Belgium,462.85,148
12417,580965,2011-12-06,2009-12,2009-12-06,Belgium,369.73,175
12418,501813,2010-03-19,2010-03,2010-03-19,Switzerland,343.94,202
12418,508053,2010-05-12,2010-03,2010-03-19,Switzerland,535.37,147
12418,528435,2010-10-22,2010-03,2010-03-19,Switzerland,473.31,332
12418,563756,2011-08-19,2010-03,2010-03-19,Switzerland,668.58,407
12419,528438,2010-10-22,2010-10,2010-10-22,Spain,322.91,208
12419,533826,2010-11-19,2010-10,2010-10-22,Spain,180.1,23
12420,570000,2011-10-07,2011-10,2011-10-07,Cyprus,600.39,345
12421,516735,2010-07-22,2010-07,2010-07-22,Spain,77.8,29
12421,528117,2010-10-20,2010-07,2010-07-22,Spain,213.76,139
12421,541980,2011-01-24,2010-07,2010-07-22,Spain,157.45,104
12421,557297,2011-06-19,2010-07,2010-07-22,Spain,239.35,145
12421,563518,2011-08-17,2010-07,2010-07-22,Spain,231.76,158
12421,578339,2011-11-24,2010-07,2010-07-22,Spain,178.48,77
12422,492744,2009-12-18,2009-12,2009-12-18,Australia,75.0,60
12422,497879,2010-02-14,2009-12,2009-12-18,Australia,662.25,425
12422,503860,2010-04-08,2009-12,2009-12-18,Australia,396.2,487
12422,507060,2010-05-06,2009-12,2009-12-18,Australia,662.25,1
12422,507061,2010-05-06,2009-12,2009-12-18,Australia,396.2,1
12422,509188,2010-05-20,2009-12,2009-12-18,Switzerland,404.44,294
12422,509644,2010-05-25,2009-12,2009-12-18,Switzerland,80.0,2
12422,514371,2010-07-02,2009-12,2009-12-18,Switzerland,245.73,362
12422,514484,2010-07-02,2009-12,2009-12-18,Switzerland,36.0,2
12422,514486,2010-07-02,2009-12,2009-12-18,Switzerland,40.0,1
12422,522611,2010-09-15,2009-12,2009-12-18,Switzerland,358.67,107
12422,526213,2010-10-10,2009-12,2009-12-18,Australia,230.0,160
12422,529629,2010-10-29,2009-12,2009-12-18,Switzerland,471.55,205
12422,532026,2010-11-10,2009-12,2009-12-18,Switzerland,369.95,119
12422,541520,2011-01-19,2009-12,2009-12-18,Australia,238.5,113
12422,558041,2011-06-24,2009-12,2009-12-18,Switzerland,417.36,175
12422,565466,2011-09-05,2009-12,2009-12-18,Australia,147.7,82
12423,520737,2010-08-31,2010-08,2010-08-31,Denmark,298.8,82
12423,533444,2010-11-17,2010-08,2010-08-31,Belgium,464.28,372
12423,539676,2010-12-21,2010-08,2010-08-31,Belgium,237.93,188
12423,544474,2011-02-21,2010-08,2010-08-31,Belgium,192.31,194
12423,547109,2011-03-21,2010-08,2010-08-31,Belgium,347.35,139
12423,549249,2011-04-07,2010-08,2010-08-31,Belgium,255.36,248
12423,554147,2011-05-23,2010-08,2010-08-31,Belgium,333.82,161
12423,555161,2011-06-01,2010-08,2010-08-31,Belgium,84.92,57
12423,564853,2011-08-31,2010-08,2010-08-31,Belgium,198.98,149
12423,581493,2011-12-09,2010-08,2010-08-31,Belgium,208.64,203
12424,511680,2010-06-09,2010-06,2010-06-09,Australia,446.54,422
12424,526756,2010-10-13,2010-06,2010-06-09,Australia,1132.53,863
12424,558536,2011-06-30,2010-06,2010-06-09,Australia,1466.32,532
12424,558537,2011-06-30,2010-06,2010-06-09,Australia,294.64,208
12425,522917,2010-09-17,2010-09,2010-09-17,Portugal,964.21,651
12425,567929,2011-09-22,2010-09,2010-09-17,Portugal,777.2,496
12426,497926,2010-02-15,2010-02,2010-02-15,Germany,762.48,326
12426,554985,2011-05-29,2010-02,2010-02-15,Germany,582.73,258
12427,536861,2010-12-03,2010-12,2010-12-03,Germany,607.0,158
12427,570452,2011-10-10,2010-12,2010-12-03,Germany,282.58,114
12427,577135,2011-11-18,2010-12,2010-12-03,Germany,239.72,340
12428,545226,2011-03-01,2011-03,2011-03-01,Finland,1943.4,852
12428,545227,2011-03-01,2011-03,2011-03-01,Finland,2474.62,1273
12428,545336,2011-03-01,2011-03,2011-03-01,Finland,551.2,2
12428,547086,2011-03-20,2011-03,2011-03-01,Finland,409.2,63
12428,548363,2011-03-30,2011-03,2011-03-01,Finland,558.4,346
12428,549588,2011-04-11,2011-03,2011-03-01,Finland,373.72,237
